X,Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist.Role,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Credit.Line,Geography.Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights.and.Reproduction
34286,335418,TRUE,Drawings and Prints,1955,Drawing Ornament & Architecture,Design for a Mantlepiece,NA,NA,NA,NA,NA,Artist|Artist,After,Christian Gottlob Mietzsch|Jean Le Pautre,"German, Dresden 1742–1799 Dresden|French, Paris 1618–1682 Paris",NA,"Mietzsch, Christian Gottlob|Le Pautre, Jean",German|French,1742      |1618,1799      |1682,|,mid-18th–late 18th century,1760,1799,"Pen and brown ink, brush and light brown wash over traces of black chalk.",8 7/8 x 6 11/16 in.  (22.6 x 17 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA
17364,654060,FALSE,Drawings and Prints,1963,Photograph,"Lottie Gordon, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Kinney Brothers Tobacco Company,NA,NA,Kinney Brothers Tobacco Company,American,1869,2011,NA,1890,1890,1890,Albumen photograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
58920,768112,TRUE,Drawings and Prints,1921,Print,Portrait of Edward D. Adams,NA,NA,NA,NA,NA,Artist|Sitter,NA,Alphonse Legros|Edward Dean Adams,"French, Dijon 1837–1911 Watford, Hertfordshire",NA,"Legros, Alphonse|Adams, Edward Dean",NA,1837      |1846,1911      |1931,|,1892,1892,1892,Drypoint and etching; first state of three,"Sheet: 11 7/8 × 8 11/16 in. (30.2 × 22 cm)
Plate: 9 15/16 × 7 5/16 in. (25.2 × 18.5 cm)","Gift of Edward D. Adams, 1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
81667,4216,TRUE,The American Wing,1913,Furniture hardware,Furniture Hardware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1670–1870,1670,1870,Brass,Dimensions unavailable,"Rogers Fund, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metal,NA
12858,189494,TRUE,European Sculpture and Decorative Arts,1907,Plinth,Plinth,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,"Wood, gilt",Overall: 9 1/8 × 35 1/2 in. (23.2 × 90.2 cm),"Gift of J. Pierpont Morgan, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodwork,NA
66840,361723,FALSE,Drawings and Prints,1956,Print,Hendrik van der Borcht the Younger,NA,NA,NA,NA,NA,Artist|Sitter|Etcher,After,Johannes Meyssens|Hendrik van der Borcht II|Wenceslaus Hollar,"Flemish, Brussels 1612–1670 Antwerp|Dutch, Frankenthal 1614– ca. 1690 Antwerp|Bohemian, Prague 1607–1677 London",NA,"Meyssens, Johannes|Borcht, Hendrik van der, II|Hollar, Wenceslaus",Flemish|Dutch|Bohemian,1612      |1614      |1607,1670      |1690      |1677,||,1648,1648,1648,Etching,NA,"Gift of Dr. Franz H. Hirschland, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
26385,485169,FALSE,Modern and Contemporary Art,1988,Tumbler,Tumbler,NA,NA,NA,NA,NA,Designer|Manufacturer,NA,Massimo Vignelli|Venini S.p.a.,"American, born Italy, Milan 1931–2014 New York",NA,"Vignelli, Massimo|VENINI","American, born Italy",1931,2014,|,1957,1957,1957,Glass,"4 3/8 × 3 1/8 × 3 1/16 in., 0.4 lb. (11.1 × 7.9 × 7.8 cm, 0.2 kg)","Anonymous Gift, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
4044,446268,TRUE,Islamic Art,1912,Bowl,Footed Bowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 12th–first half 13th century,1175,1250,Stonepaste; molded decoration; overglaze painted and gilded on a monochrome opaque glaze (mina'i),"H. 4 1/2 in. (11.4 cm)
Diam. 7 7/8 in. (20 cm)
Wt. 21.2 oz. (601.1 g)
","Rogers Fund, 1912",Attributed to,NA,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Ceramics,NA
44981,705859,FALSE,Drawings and Prints,1917,Print,Sketch Near Longparish,NA,NA,NA,NA,NA,Artist,NA,Sir Francis Seymour Haden,"British, London 1818–1910 Bramdean, Hampshire",NA,"Haden, Francis Seymour, Sir",NA,1818,1910,NA,1896,1896,1896,Drypoint; trial proof b (Harrington); second state of two (Schneiderman),"Sheet: 5 1/8 × 8 11/16 in. (13 × 22 cm)
Plate: 3 3/4 × 7 1/16 in. (9.5 × 18 cm)","Harris Brisbane Dick Fund, 1917
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
76132,686060,FALSE,Photographs,1970,Carte-de-visite,[Paul Seignac],NA,NA,NA,NA,NA,Artist|Photography Studio,NA,Robert Jefferson Bingham|Ferrier & Lecadre,"British, active France, 1825–70|French, active 1870s",NA,"Bingham, Robert Jefferson|Ferrier & Lecadre","British, active France|French",1825      |1869,1870      |1880,|,1861–1870,1861,1870,Albumen silver print,Approx. 10.2 x 6.3 cm (4 x 2 1/2 in.),"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee, 1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
14093,417293,TRUE,Drawings and Prints,1963,Photograph,"Miss Benn, from the Actors and Actresses series (N45, Type 8) for Virginia Brights Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia",NA,Allen & Ginter,American,NA,NA,NA,ca. 1888,1885,1891,Albumen photograph,Sheet: 2 5/8 x 1 1/2 in. (6.6 x 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
62198,14361,FALSE,The American Wing,1991,Vase,Vase,American,NA,NA,NA,NA,Decorator,NA,S. E. Lang,NA,NA,"Lang, S. E.",NA,NA,9999,NA,ca. 1885–1910,1882,1910,Earthenware,H. 4 1/16 in. (10.3 cm); Diam. 3 7/8 in. (9.8 cm),"The Florence I. Balasny-Barnes Collection, Gift of Florence I. Balasny-Barnes, in memory of her parents, Elizabeth C. and Joseph Balasny, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
22104,208227,TRUE,European Sculpture and Decorative Arts,1995,Plate,Plate,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1750–60,1745,1765,Tin-glazed earthenware,Diameter: 8 5/8 in. (21.9 cm),"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics-Pottery,NA
58955,322204,TRUE,Ancient Near Eastern Art,1893,Stamp seal,Stamp seal (octagonal pyramid) with cultic scene,Assyro-Babylonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th - 6th century B.C.,-700,-500,"Neutral Chalcedony (Quartz)
","Seal Face: 1.97 x 1.33 cm
Height: 2.59 cm
String Hole: 0.3 cm","Purchase, 1893",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Stone-Stamp Seals,NA
16299,64849,TRUE,Asian Art,1964,Leaf from a Ragamala (?),NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 19th–early 20th century,1867,1933,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),"Gift of Adele Simpson, 1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
84010,312643,TRUE,"Arts of Africa, Oceania, and the Americas",1979,Yoke,Yoke,Veracruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th–9th century,600,900,Serpentine,H. 17 3/8 × W. 16 × D. 4 1/2 in. (44.1 × 40.6 × 11.4 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",NA,NA,NA,Veracruz,Mexico,Mesoamerica,NA,NA,NA,NA,NA,Stone-Sculpture,NA
41531,762201,FALSE,Drawings and Prints,1963,"Print, boxing",Sailor Eddie Huffman from Boxers Exhibits series (W467),NA,NA,NA,NA,NA,Publisher,NA,Exhibit Supply Company,NA,NA,Exhibit Supply Company,NA,1900,1971,NA,1928,1928,1928,Commercial color photolithograph,Sheet: 5 1/4 × 3 5/16 in. (13.4 × 8.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
81185,711861,FALSE,Photographs,2016,Photograph; Print,"Utah Copper Mine Panorama, Bingham Canyon, Utah",NA,NA,NA,NA,NA,Publisher|Artist,NA,Carpenter Paper Company of Utah|Cliff Bray Photos,NA,NA,Carpenter Paper Company of Utah|Cliff Bray Photos,NA,NA,NA,|,1930,1930,1930,Color lithograph,"Image: 7 1/2 in. × 34 in. (19.1 × 86.4 cm)
Sheet: 8 1/8 in. × 35 in. (20.6 × 88.9 cm)","Twentieth-Century Photography Fund, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Prints,NA
76206,366239,TRUE,Drawings and Prints,1927,Print,Moses Showing the Quails to the Israelites,NA,NA,NA,NA,NA,Artist,NA,Andrea Schiavone (Andrea Meldola),"Italian, Zadar (Zara) ca. 1510?–1563 Venice",NA,"Schiavone, Andrea (Andrea Meldola)",Italian,1510,1563,NA,ca. 1545,1510,1563,Etching,NA,"Harris Brisbane Dick Fund, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
31929,265130,FALSE,Photographs,1987,Photograph,Las Vegas,NA,NA,NA,NA,NA,Artist,NA,Anthony Hernandez,"American, born 1947",NA,"Hernandez, Anthony",American,1947,9999,NA,1986,1986,1986,Silver dye bleach print,49.7 x 59.7 cm. (19  9/16  x 23  1/2  in.),"Purchase, Charina Foundation Inc. Gift, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
59453,745148,TRUE,Greek and Roman Art,2011,Amphora fragment,Terracotta fragment of an amphora (jar),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550–540 B.C.,-650,-400,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
28076,77890,TRUE,Asian Art,2012,Print,NA,Japan,NA,NA,NA,NA,Artist,NA,Kubo Shunman,"Japanese, 1757–1820",NA,Kubo Shunman,Japanese,1757,1820,NA,1796,1796,1796,Woodblock print (surimono); ink and color on paper,Image: 5 1/2 x 1 in. (14 x 2.5 cm),"Purchase, Marjorie H. Holden Gift, 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
59336,406470,FALSE,Drawings and Prints,1968,Collection Ornament & Architecture,Cross Section and Floor Plan of the Left Side of a Mill to be worked by One or Two Men.,NA,NA,NA,NA,NA,Editor|Publisher|Artist|Artist,NA,Bernhardt Christoph Anckerman|Martin Engelbrecht|Johannes Hoffmeister|Alexander Gläser,"German, 1701–1754 (active)|German, Augsburg 1684–1756 Augsburg|German|German",NA,"Anckerman, Bernhardt Christoph|Engelbrecht, Martin|Hoffmeister, Johannes|Gläser, Alexander",German|German|German|German,1701      |1684,1754      |1756,|||,ca. 1730–1740,1730,1740,Etching and Engraving,Plate: 11 1/8 x 7 7/8 in. (28.3 x 20 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ornament & Architecture,NA
34030,229790,FALSE,European Sculpture and Decorative Arts,1984,Length,Length,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890s,1890,1899,Silk,L. 30 1/4 x W. 23 1/4 inches (76.8 x 59.1 cm),"Museum Accession, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
84475,157622,FALSE,Costume Institute,2009,Cocktail Dress,Cocktail dress,French,NA,NA,NA,NA,Designer|Design House,Attributed to|Attributed to,Hubert de Givenchy|House of Givenchy,"French, Beauvais 1927–2018 Paris|French, founded 1952",NA,"Givenchy, Hubert de|Givenchy House of",French|French,1927      |1952,2018      |9999,|,ca. 1955,1953,1957,silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Lauren Bacall, 1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22932,351807,FALSE,Drawings and Prints,1965,Book,"Sammlung neuer Muster zum Stricken in Plattstich und Tambourin, gezeichnet von einer Hamburgerin",NA,NA,NA,NA,NA,Author|Publisher,NA,Eleonore Sophie Elisabeth Hornbostel|Perthes-Besser & Mauke,"German, active 19th century",", Hamburg","Hornbostel, Eleonore Sophie Elisabeth|Perthes-Besser & Mauke",German|German,0019,0019,|,1820–23,1820,1823,"Etchings
",16 × 10 7/16 × 1 in. (40.7 × 26.5 × 2.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
60852,5361,TRUE,The American Wing,1933,Cann,Cann,American,NA,NA,NA,NA,Maker,NA,Jonathan Otis,1723–1791,NA,"Otis, Jonathan",NA,1723,1791,NA,1760–85,1760,1785,Silver,"Overall: 5 1/16 x 5 3/4 in. (12.9 x 14.6 cm); 12 oz. 10 dwt. (388.7 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Foot: Diam. 3 3/4 in. (9.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,Newport|Middletown,NA,NA,United States|United States,NA,NA,NA,NA,NA,NA,Silver,NA
35995,358346,FALSE,Drawings and Prints,1967,Book,"Almanach, Cahier de Vers",NA,NA,NA,NA,NA,Author|Publisher|Illustrator,Written by|Published by,Emile Verhaeren|Dietrich & Company|Theo Van Rysselberghe,"Belgian, 1855–1916|Belgian, Ghent 1862–1926 Saint Clair",", Brussels","Verhaeren, Emile|Dietrich & Company|Rysselberghe, Theo Van",Belgian|Belgian|Belgian,1855      |1862,1916      |1926,||,1895,1895,1895,NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
83638,718143,FALSE,The American Wing,2019,Vase,Vase,American,NA,NA,NA,NA,Maker,NA,Adelaide Alsop Robineau,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York",NA,"Robineau, Adelaide Alsop",NA,1865,1929,Female,1903,1903,1903,Porcelain,H. 6 1/8 in.,"Gift of Martin Eidelberg, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
89374,502,TRUE,The American Wing,1883,Statuette,Statuett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800–1883,1800,1883,Bronze,H. 9 1/4 in. (23.5 cm),"Gift of William H. Huntington, 1883",Probably made in,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,Metal,NA
31686,680692,FALSE,Drawings and Prints,2012,Print,Plate 10: Giuliano de' Medici seated at left receiving the fugitives from Prato,NA,NA,NA,NA,NA,Artist|Publisher|Artist|Dedicatee,After,Pietro Santi Bartoli|Giovanni Giacomo De Rossi|Raphael (Raffaello Sanzio or Santi)|Leopoldo de' Medici,"Italian, Perugia 1615–1700 Rome|Italian, Rome 1627–1691 Rome|Italian, Urbino 1483–1520 Rome|Italian",NA,"Bartoli, Pietro Santi|Rossi, Giovanni Giacomo De|Raphael (Raffaello Sanzio or Santi)|Medici, Leopoldo de'",Italian|Italian|Italian|Italian,1615      |1627      |1483,1700      |1691      |1520,|||,ca. 1655–76,1650,1660,Etching,"Sheet: 11 7/16 × 16 15/16 in. (29 × 43 cm)
Plate: 4 1/8 × 10 5/8 in. (10.5 × 27 cm)","Bequest of Phyllis Massar, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
28302,387900,FALSE,Drawings and Prints,1960,Print,"Price Lists, Letters, Announcements",NA,NA,NA,NA,NA,Author,NA,W. Green & Co.,"New York, NY",NA,"Green, W. & Co.",American,1850,1950,NA,ca. 1900,1895,1905,Commercial process,Largest sheet: 11 in. × 8 7/16 in. (28 × 21.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
15553,445100,TRUE,Islamic Art,1907,Panel,Panel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14th–15th century,1300,1499,"Wood; carved, inlaid with ivory",NA,"Rogers Fund, 1907",Attributed to,Cairo,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,Wood,NA
30897,56715,TRUE,Asian Art,1952,Print,NA,Japan,NA,NA,NA,NA,Artist,NA,Kitagawa Utamaro,"Japanese, ca. 1754–1806",NA,Kitagawa Utamaro,Japanese,1754,1806,NA,NA,1753,1806,Woodblock print; ink and color on paper,"Image: 10 in. × 15 1/8 in. (25.4 × 38.4 cm)
Mat: 15 1/2 × 22 3/4 in. (39.4 × 57.8 cm)","Anonymous Gift, 1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
84024,433794,FALSE,Drawings and Prints,1953,Print collection ornament & architecture,"Title Page, from Cheminées et lambris, plate 1",NA,NA,NA,NA,NA,Artist|Publisher,NA,Jean Le Pautre|Jean I Leblond,"French, Paris 1618–1682 Paris|French, ca. 1590–1666 Paris",NA,"Le Pautre, Jean|Leblond, Jean I",French|French,1618      |1585,1682      |1666,|,17th century,1633,1682,Etching; first state of three (Préaud),"Mount: 6 1/8 × 8 9/16 in. (15.6 × 21.7 cm)
Sheet: 5 1/2 × 7 15/16 in. (14 × 20.2 cm)","Harris Brisbane Dick Fund, 1953",NA,Paris,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ornament & Architecture,NA
29194,471080,FALSE,The Cloisters,1932,Roundel,Roundel with Winged Ox,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1475–85 or modern,1475,1932,"Colorless glass, silver stain, vitreous paint",Overall Diam.: 8 1/4 in. (21 cm),"The Cloisters Collection, 1932",Made in,NA,NA,NA,England,NA,NA,NA,NA,NA,NA,Glass-Stained,NA
31552,468820,TRUE,Medieval Art,1887,Key,Key,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15th century,1400,1499,Iron,Overall: 7 1/8 x 2 3/8 x 1 in. (18.1 x 6 x 2.5 cm),"Gift of Henry G. Marquand, 1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Iron,NA
83191,483172,FALSE,Modern and Contemporary Art,1984,Drawing,Doctor,NA,NA,NA,NA,NA,Artist,NA,Paul Klee,"German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno",NA,"Klee, Paul","German, born Switzerland",1879,1940,NA,1930,1930,1930,"Watercolor, gouache, and oil wash on paper, bordered with gouache and ink, mounted on cardboard",25 1/2 × 18 7/8 in. (64.8 × 47.9 cm),"The Berggruen Klee Collection, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
8064,315214,TRUE,"Arts of Africa, Oceania, and the Americas",1987,Mace head,Janus Mace Head,Moche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd–5th century,100,500,Copper (cast),H x W: 2 1/4 x 2 3/8in. (5.7 x 6.1cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",NA,NA,NA,NA,Peru,NA,NA,NA,NA,NA,NA,Metal-Implements,NA
81356,192450,FALSE,European Sculpture and Decorative Arts,1913,Watch cock,Watch cock,British or French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th–18th century,1600,1799,Gilded brass,NA,"Rogers Fund, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horology,NA
40208,34837,TRUE,Arms and Armor,1927,Brayette and buttock defense,Brayette and Buttock Defense,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16th century,1501,1600,"Steel, iron, copper alloy (latten)",H. 12 5/8 in. (32 cm); H. flat 38 13/16 in. (99 ccm); W. 49 3/16 in. (125 cm); W. folded 28 5/16 (72 cm); Diam. (outside) of skirt links 1/2 in. (12.8 mm); Diam. (inside) of skirt links 5/16 in. (7.6 mm); Diam. (outside) of brayette links 7/16 in. (11.4 mm); Diam. (inside) of brayette links 5/16 in. (7.7 mm); Diam. (outside) of codpiece links 13/32 in. (10.5 mm); Diam. (inside) of codpiece links 9/32 in. (7.3 mm); Wt. 11 lb. 7.4 oz. (5.2 kg.),"Gift of Prince Albrecht Radziwill, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mail,NA
69981,66474,TRUE,Asian Art,1896,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,"Silk, metallic thread",6 1/2 × 6 3/8 in. (16.5 × 16.2 cm),"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
64562,726946,FALSE,Drawings and Prints,1963,Print,"Portrait of woman, from the Novelties series (N228, Type 1) issued by Kinney Bros.",NA,NA,NA,NA,NA,Publisher,Issued by,Kinney Brothers Tobacco Company,NA,NA,Kinney Brothers Tobacco Company,NA,1869,2011,NA,1889,1889,1889,Commercial color lithograph,Sheet (Round): 1 9/16 × 1 9/16 in. (4 × 4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
25441,503453,TRUE,Musical Instruments,1994,Sitar,Sitar,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1701,1800,"Gourds, paint, wood, various materials",L. 109.3 cm. (43 in.); W. 26.3 cm. (10-3/8 in.); D. 26 cm. (10¼ in.),"Gift of Cathleen W. Treacy, 1994",NA,"Deolia (Deogarh), Partabgarh",NA,NA,India,NA,NA,NA,NA,NA,NA,Chordophone-Lute-plucked-fretted,NA
71773,555944,FALSE,Egyptian Art,1913,"Ostracon, Book of Kemyt VII, VIII",Ostracon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1295–1070 B.C.,-1295,-1070,"Limestone, paint",H. 11.3 cm (4 7/16 in.); W. 9.1 cm (3 9/16 in.),"Rogers Fund, 1913",From|Probably from,NA,|,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
94023,687774,FALSE,"Arts of Africa, Oceania, and the Americas",2015,Negative,Maure man with his wife and mother before a tea set,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first half of the 20th century,1900,1950,"Glass, emulsion",H. 4 1/2 × W. 6 1/2 in. (11.4 × 16.5 cm),"Gift of Susan Mullin Vogel, 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass|Negatives,NA
86730,196828,TRUE,European Sculpture and Decorative Arts,1931,Chair,Miniature chair (one of three) (part of a set),Southern German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1675–1700,1675,1700,Silver,2 × 1 × 7/8 in. (5.1 × 2.5 × 2.2 cm),"Gift of Mrs. Morris Fatman, in the name of her late husband, 1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Silver,NA
30891,654747,FALSE,Drawings and Prints,1963,Photograph,"Rose Hamilton, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Kinney Brothers Tobacco Company,NA,NA,Kinney Brothers Tobacco Company,American,1869,2011,NA,1890,1890,1890,Albumen photograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
76802,494974,FALSE,Modern and Contemporary Art,2007,Drawing,Untitled,NA,NA,NA,NA,NA,Artist,NA,Eugene Berman,"American (born Russia), St. Petersburg 1899–1972 Rome",NA,"Berman, Eugene","American, born Russia",1899,1972,NA,1937,1937,1937,Ink and watercolor on paper,9 × 11 1/8 in. (22.9 × 28.3 cm),"Bequest of William S. Lieberman, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
18727,16871,FALSE,The American Wing,2000,Box with cover,Box with Cover,American,NA,NA,NA,NA,Manufacturer,Manufactured by,Willets Manufacturing Company,1879–1908,NA,Willets Manufacturing Company,NA,1879,1908,NA,ca. 1887–1905,1887,1905,Mottled brown porcelain,2 1/2 x 3 1/8 x 2 in. (6.4 x 7.9 x 5.1 cm),"Friends of the American Wing Fund, 2000",Made in,Trenton,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA
42771,22577,FALSE,Arms and Armor,1914,Cuirass (Du-maru),Cuirass (Du-Maru),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 16th–early 17th century,1550,1650,"Iron, lacquer",L. 15 3/4 in. (40.0 cm); W. 12 1/2 in. (31.8 cm),"Gift of Bashford Dean, 1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Armor Parts-Cuirasses,NA
14623,468443,TRUE,Medieval Art,1953,Tapestry,Episode in the life of Joshua-Rahab,South Netherlandish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15th century,1400,1499,Wool,Overall: 166 x 158 in. (421.6 x 401.3 cm),"Bequest of Thomas W. Lamont, 1948",Made in,Tournai,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Tapestries,NA
85257,30238,FALSE,Arms and Armor,1936,Archer's ring,Archer's Ring,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th–19th century,1601,1900,Jade,H. 7/8 in. (2.2 cm); Diam. 1 1/8 in. (2.9 cm); Wt. 0.9 oz. (25.5 g),"Bequest of George C. Stone, 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Archery Equipment-Archer's Ring,NA
